ID,NOMBRE,APELLIDO,ACTIVO,COMPANY,MAIL,LATITUD,LONGITUD,FECHA_ENTREGA,ULTIMA_ENTREGA,CANTIDAD,MONTO
ARG-1953-284751,amabelle,forst,True,RedWave Solutions,amabelle.forst@redwave_solutions.com,13°9'51'' S,82°57'2'' W,2020/3/21,2020/12/11,65T,$57460
JPN-2010-546755,bernardine,gundlach,True,TechRise Solutions,bernardine.gundlach@techrise_solutions.com,80°19'6'' S,19°41'59'' W,2023/4/21,2020/6/16,81T,$69903
CHN-2021-880693,ariella,muninger,True,TechVanguard Labs,ariella.muninger@techvanguard_labs.com,86°16'50'' N,114°56'25'' E,2022/8/1,2022/6/23,90T,$51390
ESP-2014-637688,tricia,hackborn,True,CyberTide,tricia.hackborn@cybertide.com,54°17'13'' N,61°46'22'' W,2021/1/24,2023/3/5,25T,$12925
GHA-1998-172613,mathilde,pengra,True,NextEdge,mathilde.pengra@nextedge.com,37°30'54'' S,29°11'28'' E,2020/5/21,2022/11/26,57T,$37734
SAU-1983-416335,marcile,keiffer,False,TruePath,marcile.keiffer@truepath.com,2°52'44'' S,113°25'7'' E,2020/3/20,2023/8/12,61T,$32452
ECU-2020-703443,elisabet,elahi,False,TechStream Labs,elisabet.elahi@techstream_labs.com,9°12'4'' S,99°17'51'' W,2024/7/26,2024/7/14,91T,$74984
FRA-2014-582225,stormi,bigney,True,FutureLabs,stormi.bigney@futurelabs.com,43°29'34'' S,55°9'14'' W,2024/4/24,2020/9/16,93T,$51615
KEN-2018-133159,yoshiko,helmen,True,FutureLabs,yoshiko.helmen@futurelabs.com,46°55'40'' S,10°15'45'' E,2023/12/20,2020/7/22,24T,$14592
KOR-1995-795884,emmalynn,lesa,False,BluePeak Enterprises,emmalynn.lesa@bluepeak_enterprises.com,13°21'9'' N,49°39'21'' E,2023/6/23,2022/2/22,18T,$15912
COL-1999-360967,serene,cieri,True,SkyEdge,serene.cieri@skyedge.com,84°50'21'' S,168°32'1'' W,2023/7/19,2024/5/17,90T,$71370
NLD-1980-743399,marga,ferrara,True,ElevateWorks,marga.ferrara@elevateworks.com,75°19'5'' N,109°38'58'' E,2023/6/5,2024/3/24,79T,$47716
ECU-2010-395143,kimberli,reinhold,False,AlphaStream,kimberli.reinhold@alphastream.com,84°45'57'' S,105°5'21'' E,2021/6/10,2024/6/5,44T,$32516
MEX-1998-910301,leonelle,zavattieri,True,EvolvTech,leonelle.zavattieri@evolvtech.com,31°51'19'' S,107°2'21'' W,2022/3/22,2020/3/8,10T,$5410
AUS-1971-349506,krissy,butner,True,TechPrime,krissy.butner@techprime.com,88°13'45'' S,134°28'47'' E,2021/6/7,2020/7/16,20T,$16300
SWE-2005-531099,margeaux,other,False,PrimeWave,margeaux.other@primewave.com,80°14'40'' S,139°56'42'' E,2020/3/6,2023/7/24,34T,$32606
TUN-1962-960510,stesha,falha,False,BlueFusion,stesha.falha@bluefusion.com,21°49'2'' N,178°4'23'' E,2024/4/1,2020/6/13,58T,$57478
KEN-1967-763134,jessamyn,janosek,True,ApexVision,jessamyn.janosek@apexvision.com,14°28'11'' N,109°45'25'' E,2021/11/24,2020/10/27,43T,$40463
ETH-2020-121458,coreen,evanko,True,SwiftPath,coreen.evanko@swiftpath.com,60°54'5'' N,0°34'55'' W,2023/6/17,2020/6/11,77T,$70763
CHL-2000-874143,cosetta,lorraine,False,AlphaStream,cosetta.lorraine@alphastream.com,59°14'56'' N,156°19'48'' E,2020/2/11,2020/8/5,68T,$38828
CHL-2022-798901,shandee,machle,False,DigitalCraft,shandee.machle@digitalcraft.com,8°44'14'' S,153°29'39'' E,2020/2/14,2021/7/3,81T,$64962
CHL-2015-778218,toni,merchant,True,NextEdge Solutions,toni.merchant@nextedge_solutions.com,32°20'45'' N,5°30'50'' E,2022/1/19,2022/8/4,92T,$53452
RUS-2003-820033,devora,dinsmore,True,EonWave,devora.dinsmore@eonwave.com,62°59'21'' N,39°36'11'' E,2023/10/26,2021/11/7,75T,$65775
MAR-1982-208594,sosanna,kemmeries,False,GreenWave,sosanna.kemmeries@greenwave.com,21°58'40'' N,24°10'36'' W,2021/7/8,2020/7/21,60T,$44760
GHA-1961-871563,marsiella,schweigert,True,TechHarbor Solutions,marsiella.schweigert@techharbor_solutions.com,32°10'13'' S,119°54'9'' E,2020/8/19,2020/9/27,37T,$30821
TUN-2019-709129,domini,scobie,False,VisionFlow,domini.scobie@visionflow.com,69°8'56'' S,16°27'46'' W,2023/9/9,2022/10/13,93T,$55800
TUN-1961-637249,petronia,latten,True,ElevateWorks,petronia.latten@elevateworks.com,7°41'35'' N,172°27'51'' W,2020/4/7,2021/11/21,36T,$20016
KOR-1958-345678,sabine,clever,False,VividEdge,sabine.clever@vividedge.com,35°36'39'' S,158°48'5'' E,2022/9/27,2023/10/1,37T,$27602
GBR-2003-180722,morena,lohmann,True,RedWave Solutions,morena.lohmann@redwave_solutions.com,84°44'55'' N,114°24'26'' W,2024/4/2,2024/6/15,43T,$28380
KOR-1977-899700,waneta,ashbourne,True,InnovaX,waneta.ashbourne@innovax.com,58°28'47'' N,153°30'37'' W,2021/8/21,2023/8/27,73T,$66941
NZL-1981-665444,abigail,copp,True,VividHarbor,abigail.copp@vividharbor.com,52°20'56'' N,160°42'5'' W,2022/3/6,2022/5/2,64T,$52032
CHN-1983-888663,marie-jeanne,mantano,False,NovaPath,marie-jeanne.mantano@novapath.com,76°35'30'' S,133°6'13'' E,2020/5/3,2024/12/6,91T,$63336
THA-1995-468453,anabel,saldano,True,NextEdge,anabel.saldano@nextedge.com,25°50'37'' S,33°2'49'' E,2023/11/23,2022/1/23,35T,$30275
COL-1984-486678,manon,deshotel,True,BlueCore,manon.deshotel@bluecore.com,8°28'26'' S,99°52'43'' W,2021/4/3,2020/2/19,78T,$73632
MEX-1979-322847,chandra,hetz,True,RedWave Solutions,chandra.hetz@redwave_solutions.com,14°47'25'' S,20°25'34'' E,2022/3/1,2021/11/9,65T,$32955
DEU-1991-484629,saundra,griesinger,False,NextHarbor,saundra.griesinger@nextharbor.com,89°2'27'' S,126°33'2'' E,2024/9/13,2024/6/2,59T,$46669
SGP-2020-736315,fanchon,ritmiller,False,TechNest,fanchon.ritmiller@technest.com,62°25'3'' N,70°1'4'' E,2021/12/19,2021/9/12,91T,$81081
ARG-1973-194090,brittney,cookerly,True,BlueFusion,brittney.cookerly@bluefusion.com,30°19'2'' N,60°38'29'' W,2023/6/7,2024/4/5,85T,$60605
UGA-1995-455586,brittani,barrineau,True,InnovativeHarbor,brittani.barrineau@innovativeharbor.com,9°41'38'' N,135°28'51'' E,2022/4/13,2021/3/14,84T,$76440
ARG-1969-286326,codee,fjeld,True,VividPrime,codee.fjeld@vividprime.com,64°33'10'' N,70°36'16'' E,2023/6/14,2023/4/27,61T,$31964
CHN-1964-196514,jacklin,patriquin,True,FutureHarbor,jacklin.patriquin@futureharbor.com,13°37'53'' N,164°31'25'' W,2020/5/27,2021/7/27,95T,$60610
NZL-2016-627077,marielle,dotzler,True,PeakFusion,marielle.dotzler@peakfusion.com,69°18'3'' S,138°43'12'' W,2023/10/20,2022/8/17,58T,$39962
RUS-1989-693374,hertha,bethard,True,OptimaWorks,hertha.bethard@optimaworks.com,3°53'30'' N,110°13'5'' W,2021/9/20,2020/4/24,84T,$52920
THA-1978-957799,poppy,cronon,True,NextFrontier,poppy.cronon@nextfrontier.com,68°23'30'' S,141°52'2'' E,2021/7/18,2021/4/27,10T,$8470
CHN-1965-650457,aurlie,maragno,False,EvoTech,aurlie.maragno@evotech.com,80°6'54'' N,63°50'58'' E,2020/4/7,2022/8/21,94T,$53862
NZL-1986-791619,hesther,colleen,False,SmartHarbor,hesther.colleen@smartharbor.com,28°42'10'' S,167°31'15'' E,2023/8/9,2020/5/14,31T,$23529
PHL-1958-623565,samaria,sotos,True,EvolveLabs,samaria.sotos@evolvelabs.com,67°51'29'' S,172°6'24'' E,2022/2/8,2022/4/12,13T,$10777
USA-1981-953998,lib,pardall,True,TechBridge,lib.pardall@techbridge.com,77°12'36'' N,137°11'5'' W,2021/8/9,2022/4/2,42T,$27258
THA-1974-107607,oneida,sheridan,False,BrightTide Labs,oneida.sheridan@brighttide_labs.com,32°24'0'' S,46°53'3'' E,2022/5/18,2024/8/23,25T,$20525
ECU-2019-557370,issi,pleau,True,Quantum Solutions,issi.pleau@quantum_solutions.com,26°59'45'' S,108°59'45'' E,2021/7/20,2020/7/19,29T,$15370
PNG-2010-841587,teressa,vidro,True,SkyBridge Solutions,teressa.vidro@skybridge_solutions.com,76°22'24'' S,137°4'4'' E,2023/7/7,2020/10/14,13T,$10608
CHL-2020-215985,teddy,vyas,True,BlueCore,teddy.vyas@bluecore.com,73°28'24'' S,33°37'44'' E,2021/2/18,2021/8/17,34T,$28288
CHE-1953-930022,sile,dolly,True,SwiftLabs,sile.dolly@swiftlabs.com,42°26'44'' N,69°19'44'' E,2023/3/2,2023/5/11,39T,$32721
CHN-1954-850804,addia,bryum,True,FusionX,addia.bryum@fusionx.com,28°39'47'' N,108°33'45'' W,2021/7/27,2020/2/15,86T,$66994
TUN-2020-299828,karlie,balsano,True,StreamEdge,karlie.balsano@streamedge.com,84°40'47'' N,0°23'24'' E,2021/11/3,2023/7/24,40T,$37480
ECU-2010-981104,robby,robicheau,False,RedSpark,robby.robicheau@redspark.com,75°39'44'' S,89°24'31'' W,2021/4/3,2021/11/27,53T,$27507
NZL-1995-537193,cassandry,laflame,False,FusionTide Labs,cassandry.laflame@fusiontide_labs.com,16°50'8'' S,113°3'15'' W,2024/6/23,2021/2/16,14T,$13510
TUN-2024-183550,laney,schryver,True,InnovativeVision,laney.schryver@innovativevision.com,34°30'47'' S,121°14'6'' E,2022/4/5,2020/2/17,43T,$28724
SGP-1998-278379,micky,francese,False,EcoFusion,micky.francese@ecofusion.com,7°55'30'' S,71°16'12'' W,2020/4/20,2024/7/10,23T,$21689
BRA-2021-901109,jolyn,spycher,True,BrightBridge,jolyn.spycher@brightbridge.com,16°30'39'' S,123°44'33'' W,2020/7/6,2023/2/4,95T,$72580
SWE-1994-836583,faustina,vanta,True,NextWave Tech,faustina.vanta@nextwave_tech.com,68°38'20'' S,58°15'32'' W,2021/5/23,2022/7/20,43T,$37152
POL-1992-843470,valeria,rubinich,True,SkyTech,valeria.rubinich@skytech.com,71°32'39'' N,152°32'54'' W,2023/7/5,2021/4/2,82T,$72816
KEN-1952-410442,kerrill,carozza,False,BrightShift,kerrill.carozza@brightshift.com,57°10'5'' N,51°13'59'' W,2024/2/18,2024/3/21,30T,$29370
WSM-1999-242252,dennie,butrick,True,TechVanguard,dennie.butrick@techvanguard.com,85°42'12'' S,148°54'19'' E,2021/10/7,2024/7/13,83T,$64823
DEU-1961-948001,biddy,sweezer,True,FusionPoint,biddy.sweezer@fusionpoint.com,71°25'45'' N,173°31'14'' E,2021/5/14,2022/9/17,69T,$56028
ARG-1981-524583,traci,pittmon,True,FusionEdge Labs,traci.pittmon@fusionedge_labs.com,40°7'26'' S,59°19'32'' W,2021/8/13,2022/11/27,76T,$49856
NLD-2002-642958,sophey,cromeens,True,EvoTech,sophey.cromeens@evotech.com,38°41'21'' S,71°44'22'' E,2024/5/10,2020/7/16,70T,$55160
ZAF-2007-123415,felicia,lingberg,True,TechNex,felicia.lingberg@technex.com,39°36'47'' S,110°23'47'' E,2022/9/22,2023/4/6,97T,$69549
PHL-1970-397970,verile,gilhooley,True,NextWave Tech,verile.gilhooley@nextwave_tech.com,40°13'51'' N,51°59'16'' W,2024/8/12,2021/12/9,12T,$10440
FJI-2004-164400,harmonia,ariel,True,IntelliTech,harmonia.ariel@intellitech.com,7°0'17'' S,79°51'50'' W,2020/10/11,2021/5/14,11T,$6523
POL-1996-247272,dode,opdahl,False,StreamWave,dode.opdahl@streamwave.com,77°31'35'' S,120°5'22'' E,2022/7/8,2021/3/26,31T,$25265
TUN-1988-991888,marinna,smerdon,True,RedFusion,marinna.smerdon@redfusion.com,17°14'12'' N,137°31'28'' E,2022/11/14,2021/3/18,22T,$21296
THA-2010-209046,kelcie,gilbo,True,FutureStream,kelcie.gilbo@futurestream.com,89°38'38'' S,172°41'48'' W,2020/6/27,2023/12/5,94T,$81028
KEN-1992-623936,gill,yarber,True,FusionEdge,gill.yarber@fusionedge.com,77°16'8'' N,51°56'48'' W,2020/9/1,2022/5/11,35T,$28035
POL-1961-990390,amelie,astor,True,OpalTech,amelie.astor@opaltech.com,33°27'9'' N,134°40'5'' W,2022/2/12,2023/5/20,77T,$67067
ETH-1982-759461,gert,montville,False,SwiftShift,gert.montville@swiftshift.com,46°15'56'' N,90°54'19'' W,2023/6/23,2023/11/5,57T,$29013
TUN-1999-508360,theresina,bomar,True,QuantumTech Labs,theresina.bomar@quantumtech_labs.com,82°34'12'' N,23°31'23'' W,2023/12/11,2022/6/22,99T,$69795
USA-2006-299093,dianne,burgs,True,DynamicRoots,dianne.burgs@dynamicroots.com,62°19'55'' N,115°40'4'' W,2024/2/11,2024/5/10,39T,$22347
NZL-2020-793302,georgianne,urteaga,False,TrueLabs,georgianne.urteaga@truelabs.com,9°18'50'' N,9°51'24'' E,2021/4/3,2024/6/19,86T,$66822
VEN-2014-554599,betty,rosch,False,RedTech,betty.rosch@redtech.com,38°25'29'' S,137°32'11'' E,2023/4/7,2021/4/25,80T,$75760
UGA-2021-431720,leonie,heys,False,EdgeLabs,leonie.heys@edgelabs.com,58°34'6'' S,98°44'37'' W,2020/6/21,2023/7/13,96T,$48864
TUN-1954-224729,dorice,sankary,True,RedSpark,dorice.sankary@redspark.com,1°43'47'' S,149°11'23'' E,2021/1/13,2022/6/6,58T,$49880
NZL-2023-945467,evania,zanco,True,ElevateWorks,evania.zanco@elevateworks.com,25°13'54'' N,80°44'31'' W,2021/3/19,2021/7/6,89T,$50730
PER-1988-528195,cordi,grenier,True,PureTech,cordi.grenier@puretech.com,6°43'46'' N,144°7'42'' W,2020/8/2,2021/12/22,35T,$30975
JPN-2001-523716,beverie,calvo,False,PeakShift,beverie.calvo@peakshift.com,4°18'38'' S,17°53'41'' E,2023/10/8,2022/7/3,58T,$31146
DEU-1981-380579,celina,sulin,True,FuturePrime,celina.sulin@futureprime.com,37°36'34'' S,20°31'41'' E,2024/9/7,2020/5/1,29T,$18734
ZAF-1958-641025,timothea,heinold,True,ClearShift,timothea.heinold@clearshift.com,88°19'39'' N,74°39'37'' E,2020/2/12,2022/3/22,51T,$47583
JPN-2010-319238,brittaney,reuer,True,NextEra Solutions,brittaney.reuer@nextera_solutions.com,72°16'18'' S,148°8'14'' E,2022/12/20,2024/3/6,68T,$55896
DZA-2007-952477,ashleigh,oehl,True,VividEdge,ashleigh.oehl@vividedge.com,74°3'14'' N,116°58'26'' E,2023/10/19,2022/8/12,95T,$69635
THA-2009-449261,brandise,rajewski,False,FutureWorks,brandise.rajewski@futureworks.com,72°35'44'' S,74°4'13'' W,2021/8/1,2024/12/15,81T,$68040
JPN-2010-549250,sadella,buza,True,PrimeEdge Solutions,sadella.buza@primeedge_solutions.com,11°47'20'' N,51°40'46'' E,2023/2/19,2022/11/6,47T,$31772
TUN-2014-212609,farrand,eredia,False,TechRise Labs,farrand.eredia@techrise_labs.com,68°25'43'' S,72°0'33'' E,2024/1/4,2021/4/12,92T,$82800
NGA-2019-532600,missy,lagrange,True,CoreStream,missy.lagrange@corestream.com,81°37'0'' N,161°19'16'' E,2022/1/9,2024/12/11,87T,$67512
CHL-1970-681326,delores,furrow,True,DigitalPath,delores.furrow@digitalpath.com,68°0'40'' N,179°26'18'' E,2024/10/8,2021/3/3,69T,$48438
USA-1953-298557,sarita,seckman,False,QuantumWorks,sarita.seckman@quantumworks.com,4°43'56'' S,107°54'52'' W,2024/2/4,2021/10/16,18T,$9414
KEN-1958-932717,terry,hidden,True,TechRise,terry.hidden@techrise.com,68°28'1'' N,61°1'9'' W,2023/7/26,2020/10/9,97T,$51022
WSM-1992-163480,haley,ferry,False,VividPath,haley.ferry@vividpath.com,30°21'59'' S,113°51'49'' E,2024/10/4,2024/4/10,97T,$93702
CHE-1950-351514,dannie,masaitis,True,FusionX,dannie.masaitis@fusionx.com,29°46'52'' N,90°39'6'' E,2024/3/12,2020/6/5,36T,$19800
RUS-1992-278627,liuka,heglin,True,BlueRise,liuka.heglin@bluerise.com,81°1'54'' S,40°44'58'' W,2020/2/15,2022/3/19,33T,$18183
COL-1993-614156,melicent,ellen,True,InnovativeVision,melicent.ellen@innovativevision.com,4°37'48'' N,99°20'6'' E,2023/11/23,2020/3/7,72T,$60192
TUN-1982-392332,ertha,ragula,True,BoldShift,ertha.ragula@boldshift.com,69°55'38'' N,101°15'21'' E,2024/6/13,2023/9/16,73T,$59057
FJI-1960-138980,merci,ausherman,True,PeakCraft,merci.ausherman@peakcraft.com,41°19'30'' S,50°41'38'' E,2020/2/27,2024/9/1,41T,$29438
NLD-2014-266746,tamarah,zella,True,SparkTech,tamarah.zella@sparktech.com,44°59'54'' S,19°21'14'' W,2024/8/13,2024/6/22,42T,$29358
USA-1996-576947,anallese,menlove,True,SkyEdge,anallese.menlove@skyedge.com,82°30'32'' N,8°15'35'' W,2022/7/15,2023/3/14,14T,$7798
ETH-2014-308478,patience,caflisch,True,TechRise,patience.caflisch@techrise.com,16°43'55'' S,47°58'6'' E,2024/2/9,2024/10/19,94T,$87138
NZL-2016-657047,malissia,glenny,True,FusionCore,malissia.glenny@fusioncore.com,62°8'33'' S,168°16'37'' W,2024/5/2,2021/1/1,91T,$55601
TUR-2009-382483,cornie,melrose,True,BoldShift,cornie.melrose@boldshift.com,83°38'57'' S,28°51'49'' E,2023/7/23,2021/12/13,45T,$31725
TUN-2004-559528,valentia,yerby,True,ClearPath Labs,valentia.yerby@clearpath_labs.com,56°39'59'' S,123°15'47'' E,2021/12/5,2023/7/24,42T,$23856
COL-1963-134921,evonne,hammerly,True,NextCraft Labs,evonne.hammerly@nextcraft_labs.com,72°11'34'' N,100°50'25'' W,2020/6/13,2023/4/18,42T,$22932
KOR-1999-648287,coriss,montesinos,False,TechVision Labs,coriss.montesinos@techvision_labs.com,53°39'2'' N,6°48'30'' W,2024/12/5,2022/9/9,22T,$19492
ITA-1986-850989,sallyanne,kuchler,False,NextVision Labs,sallyanne.kuchler@nextvision_labs.com,2°30'51'' N,77°49'32'' W,2020/4/20,2021/8/24,52T,$30784
ZAF-1970-586308,allison,alegre,True,VisionaryCraft,allison.alegre@visionarycraft.com,15°40'32'' S,82°15'45'' E,2022/11/19,2023/5/11,52T,$45604
PHL-2013-313060,dorothee,johnson,False,DigitalPath,dorothee.johnson@digitalpath.com,2°38'3'' N,164°40'32'' E,2020/1/14,2020/10/8,56T,$52528
FJI-1998-227525,melesa,polkinghorn,True,SwiftTech Labs,melesa.polkinghorn@swifttech_labs.com,87°55'50'' N,96°32'49'' E,2022/3/25,2022/3/21,29T,$23809
GHA-1978-691317,bonita,zakowski,True,VividEdge,bonita.zakowski@vividedge.com,77°58'26'' S,35°51'29'' W,2022/7/10,2024/9/6,53T,$30263
UGA-1976-388425,frannie,rodriguez,True,VividTech,frannie.rodriguez@vividtech.com,4°12'46'' S,73°14'56'' W,2024/11/26,2021/11/14,76T,$69616
USA-2017-502519,cherida,brasser,False,EdgeLabs,cherida.brasser@edgelabs.com,10°43'17'' N,31°3'22'' E,2023/4/23,2021/5/12,66T,$46926
ARG-1985-803947,ketti,bisher,True,SkyTide,ketti.bisher@skytide.com,24°7'59'' S,145°30'44'' E,2024/9/19,2024/10/9,32T,$22144
WSM-1969-557015,ortensia,belvin,True,CoreRise,ortensia.belvin@corerise.com,63°30'7'' N,49°13'50'' E,2022/8/8,2021/10/9,51T,$39576
ITA-1957-806454,nonah,corse,False,SparkVision,nonah.corse@sparkvision.com,77°7'55'' S,103°1'46'' E,2020/10/10,2024/12/16,83T,$74534
USA-1973-488729,chloe,keniry,True,FuturePeak,chloe.keniry@futurepeak.com,83°39'42'' S,3°14'56'' W,2021/9/20,2022/7/4,73T,$38471
ETH-1967-582404,flo,weissgerber,True,VisionaryEdge,flo.weissgerber@visionaryedge.com,3°11'1'' S,58°53'27'' W,2020/12/8,2021/1/17,98T,$53802
SAU-1964-566479,morgan,fallone,False,RapidFusion,morgan.fallone@rapidfusion.com,60°22'50'' S,66°58'5'' W,2024/2/11,2024/1/22,78T,$71994
THA-1963-673077,heloise,sponholz,True,FutureFlow,heloise.sponholz@futureflow.com,33°30'11'' S,73°10'44'' E,2022/11/25,2023/9/20,15T,$11955
CHE-2011-830035,lizabeth,linn,True,BrightRise,lizabeth.linn@brightrise.com,53°20'42'' S,175°50'20'' W,2021/10/22,2024/7/10,32T,$20352
IND-1985-802982,mil,steinacker,True,RedShift Systems,mil.steinacker@redshift_systems.com,41°49'2'' S,88°34'17'' W,2021/8/20,2021/10/8,11T,$7051
NLD-2021-546895,binni,etchinson,True,ElevateTech Labs,binni.etchinson@elevatetech_labs.com,86°59'57'' N,140°47'31'' W,2023/7/8,2022/8/13,12T,$11532
GBR-2006-740508,myrah,hincks,True,SmartHarbor,myrah.hincks@smartharbor.com,17°10'57'' N,109°4'20'' W,2023/3/8,2020/9/13,97T,$81965
NLD-1969-389866,annelise,rhoan,True,TechPulse Solutions,annelise.rhoan@techpulse_solutions.com,52°47'12'' N,73°20'18'' W,2022/12/15,2022/11/12,64T,$34048
TUN-2011-357593,lorianne,sellek,True,CoreLabs,lorianne.sellek@corelabs.com,0°34'28'' S,113°24'54'' E,2021/6/19,2021/9/22,24T,$12072
MAR-2016-779714,audi,cheramie,False,SwiftTech Labs,audi.cheramie@swifttech_labs.com,40°25'11'' N,172°23'32'' W,2023/12/15,2024/3/21,25T,$24675
ARG-2011-941389,ulrica,duraku,True,SkyShift,ulrica.duraku@skyshift.com,12°54'0'' S,32°8'6'' E,2020/8/18,2020/11/4,34T,$32776
DZA-2012-840209,lorenza,nanik,False,TechHarbor,lorenza.nanik@techharbor.com,60°29'53'' N,174°19'23'' W,2022/1/16,2021/9/7,60T,$32160
MEX-1989-634184,silvana,thain,True,QuantumBridge,silvana.thain@quantumbridge.com,84°12'48'' N,96°40'20'' W,2024/10/22,2024/8/22,57T,$51015
EGY-1965-493381,ferdinanda,starratt,False,SmartHarbor,ferdinanda.starratt@smartharbor.com,24°35'43'' N,88°9'18'' W,2024/2/11,2024/4/26,89T,$82859
GBR-2007-782160,ida,burchette,True,TechVision Labs,ida.burchette@techvision_labs.com,13°33'22'' S,14°18'32'' E,2022/2/16,2023/3/4,75T,$42450
NZL-1994-150385,beryle,rodenizer,False,BrightBridge,beryle.rodenizer@brightbridge.com,75°58'44'' N,88°50'1'' E,2022/12/3,2021/6/26,74T,$52096
VNM-2009-703957,michele,bascombe,True,InnovationForge,michele.bascombe@innovationforge.com,37°17'23'' N,175°52'28'' W,2020/8/19,2024/2/15,48T,$29952
JPN-1992-585686,shawna,lantaff,True,NextEdge Solutions,shawna.lantaff@nextedge_solutions.com,26°35'38'' S,175°36'23'' E,2023/12/5,2024/1/2,65T,$45370
PHL-1965-754016,annamaria,mend,False,FutureCore,annamaria.mend@futurecore.com,77°32'21'' N,171°51'53'' W,2021/9/19,2020/1/18,62T,$34100
POL-1976-127443,bernadine,rusi,False,NextEdge,bernadine.rusi@nextedge.com,52°7'38'' N,4°8'9'' E,2024/11/21,2022/9/13,16T,$12576
AUS-1960-984935,alexina,picketts,False,BluePrime,alexina.picketts@blueprime.com,82°6'22'' N,146°1'33'' E,2020/7/4,2024/3/14,75T,$59475
CHL-1999-596461,bianka,kackley,False,ClearShift,bianka.kackley@clearshift.com,36°32'44'' S,136°14'49'' E,2022/1/21,2024/9/5,99T,$66231
KOR-2004-324878,tobye,bustad,True,TechRise Labs,tobye.bustad@techrise_labs.com,12°52'46'' S,11°48'27'' W,2023/2/16,2024/9/26,24T,$20880
BRA-2022-733424,charissa,mikell,True,EdgePrime,charissa.mikell@edgeprime.com,53°47'10'' N,88°30'48'' W,2021/11/6,2020/1/11,34T,$21556
DEU-2003-905630,melli,cardello,True,Zenith Partners,melli.cardello@zenith_partners.com,15°14'19'' N,44°10'40'' W,2024/6/18,2023/8/11,47T,$25521
DEU-1971-391512,jewelle,schamp,True,TechCraft,jewelle.schamp@techcraft.com,36°50'6'' N,57°38'42'' E,2021/6/26,2022/5/16,76T,$74860
ITA-2012-131322,rina,tako,True,FusionPath,rina.tako@fusionpath.com,10°46'9'' S,90°24'43'' E,2022/1/3,2022/11/23,26T,$22542
DZA-2022-784690,bethanne,gendusa,False,SwiftCore,bethanne.gendusa@swiftcore.com,44°9'5'' S,41°14'55'' W,2020/7/25,2020/4/24,82T,$69044
USA-1970-542777,fianna,outzen,False,DigitalFusion,fianna.outzen@digitalfusion.com,73°33'17'' S,55°26'2'' E,2021/7/11,2022/8/22,97T,$68385
SAU-1950-717818,cami,odenwald,True,TechRise,cami.odenwald@techrise.com,23°55'30'' S,76°57'36'' W,2021/5/12,2023/9/12,35T,$34090
ETH-1957-573673,nicole,maino,True,NextTech Prime,nicole.maino@nexttech_prime.com,74°44'52'' S,175°30'27'' W,2021/2/2,2023/11/26,57T,$37563
COL-1970-127773,anneliese,burchess,True,SwiftEdge,anneliese.burchess@swiftedge.com,16°2'30'' N,111°22'24'' W,2020/5/9,2021/4/3,22T,$15004
ZAF-2006-147464,torrie,emmette,True,QuantumShift,torrie.emmette@quantumshift.com,76°7'4'' N,61°11'17'' W,2020/5/4,2024/8/8,23T,$13409
POL-1973-272962,ileane,mckibben,True,StratosLogic,ileane.mckibben@stratoslogic.com,1°41'3'' N,155°57'47'' W,2021/4/27,2022/6/2,18T,$13698
MEX-2010-755672,alethea,licavoli,True,EvolvTech,alethea.licavoli@evolvtech.com,27°27'37'' N,158°28'24'' W,2024/3/18,2023/9/18,33T,$17886
CHE-2001-930698,larine,loring,True,FusionVision,larine.loring@fusionvision.com,31°21'42'' S,67°5'47'' W,2022/2/7,2023/7/24,25T,$24050
PHL-1969-790718,kissiah,olaya,True,ClearTech Labs,kissiah.olaya@cleartech_labs.com,22°37'26'' S,92°46'44'' W,2020/9/1,2021/4/6,91T,$63427
THA-1998-295149,karlotte,gawrych,True,TechCraft,karlotte.gawrych@techcraft.com,2°44'11'' S,48°14'4'' E,2024/9/24,2020/5/18,62T,$50220
GHA-1955-145056,mariellen,jarrel,False,StarBridge,mariellen.jarrel@starbridge.com,89°52'14'' N,158°50'55'' W,2024/7/18,2021/8/5,75T,$67500
USA-1989-319971,barbie,schmitmeyer,True,FutureTide,barbie.schmitmeyer@futuretide.com,35°19'12'' S,151°46'29'' E,2023/10/22,2020/8/2,57T,$50274
TUR-1991-385259,elora,scroggs,False,VisionLabs,elora.scroggs@visionlabs.com,63°11'51'' S,147°18'58'' W,2022/3/5,2021/2/8,84T,$60480
CHN-1971-134889,christean,march,False,CoreLabs,christean.march@corelabs.com,49°8'54'' S,137°14'44'' W,2024/4/15,2021/5/6,37T,$35187
CHE-1969-263352,dayle,danison,False,VividPath,dayle.danison@vividpath.com,19°54'36'' N,152°44'55'' E,2024/4/5,2023/8/27,88T,$56496
CHN-2006-860634,constantina,bochenski,True,BrightCore,constantina.bochenski@brightcore.com,76°41'52'' S,163°40'21'' E,2022/1/2,2020/7/6,36T,$23364
NLD-1976-721277,madelyn,heyn,False,StreamWave,madelyn.heyn@streamwave.com,54°40'22'' N,50°6'56'' E,2022/3/26,2021/8/17,32T,$20640
GBR-1973-423137,shirlene,mauzey,True,GlobalStream,shirlene.mauzey@globalstream.com,14°37'12'' S,158°56'7'' E,2023/10/11,2022/1/17,39T,$31434
BRA-1971-418654,benni,bisard,True,QuantumCraft,benni.bisard@quantumcraft.com,3°28'32'' S,143°26'49'' W,2020/5/18,2020/1/22,92T,$72956
